graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p225,0.225,0.225,40,0.4579916666666667,0.017396011803111785,0.4599222222222222,0.3592444444444444,0.4732888888888888,0.002750550975050292,0.4524281521843342,0.4635551811489992
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p300,0.3,0.3,40,0.46313222222222217,0.0077403396071039215,0.46456666666666663,0.4342222222222222,0.4742888888888888,0.001223855151083061,0.46065674152068625,0.4656077029237581
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p075,0.075,0.075,40,0.447639120059657,0.04742473955340967,0.438354436987323,0.340703057419836,0.5514153616703954,0.007498509721452556,0.43247195253226756,0.46280628758704645
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p100,0.1,0.1,40,0.46042888516032815,0.03476180234033796,0.4787944071588368,0.3582377330350486,0.4972089485458613,0.005496323548401981,0.4493115214253912,0.4715462488952651
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p125,0.125,0.125,40,0.4739730201342282,0.02641095543836523,0.48056905294556307,0.3863327367636093,0.5262232662192394,0.004175938718322246,0.46552638680604785,0.48241965346240856
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p150,0.15,0.15,40,0.47788394481730057,0.009536167376397934,0.4790838180462341,0.4227348247576435,0.4896004474272931,0.0015078004529004844,0.4748341305319914,0.4809337591026097
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p175,0.175,0.175,40,0.47820766964951533,0.0026702802493588544,0.4777482475764355,0.4745991051454139,0.4874457867263237,0.0004222083789468177,0.4773536725950562,0.4790616667039745
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p225,0.225,0.225,40,0.47565543251305,0.007259795132633591,0.47675406413124544,0.4327425801640567,0.4815764354958986,0.001147874398266317,0.473333637390334,0.47797722763576594
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,mu_0p300,0.3,0.3,40,0.4758639634601044,0.0024242948465438103,0.4752210290827741,0.4721157345264729,0.4841510812826249,0.00038331467174434103,0.47508863635405024,0.47663929056615856
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.005780939597315385,0.0006656714332062165,0.005631170768083451,0.0040101416853094,0.0066013422818791,0.0001052518951120143,0.0055680475447556525,0.005993831649875118
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.006087028337061845,0.0005990969139185306,0.0064885906040268,0.0044848620432513,0.0065792692020879,9.472553935801939e-05,0.005895427848706794,0.006278628825416896
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0063395488441461145,0.00040184598374785007,0.00649239373601785,0.0050268456375838,0.0065922445935868,6.353742886171059e-05,0.006211032263705051,0.006468065424587178
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.006479537658463782,0.0001687386242168759,0.006510514541387,0.0054876957494407,0.006593437733035,2.6679919088428685e-05,0.006425572428376302,0.006533502888551262
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.006490566741237833,5.312669364808395e-05,0.0064904548844146,0.0063627143922445,0.0065776286353467,8.400067824097261e-06,0.0064735760003223385,0.006507557482153327
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.006472423564504055,0.00013552340757375737,0.00649090231170765,0.0056842654735272,0.0065871737509321,2.1428132210019353e-05,0.0064290810760495015,0.006515766052958609
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.006471588366890338,5.9726121036847175e-05,0.00646763609246825,0.0063710663683818,0.0065970171513795,9.443528914166724e-06,0.006452487026702548,0.006490689707078128
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p075,0.075,0.075,40,0.2624253094705443,0.037779119544065244,0.25481744966442943,0.1519680835197613,0.3210954511558538,0.005973403287751406,0.25034296087869184,0.2745076580623968
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p100,0.1,0.1,40,0.2886073564504101,0.03952215564157313,0.31362035794183435,0.1904535421327367,0.3242841163310962,0.006249001493352219,0.2759675578705104,0.30124715503030974
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p125,0.125,0.125,40,0.307483803131991,0.022803869215579788,0.3182098434004474,0.2531355704697986,0.3240844146159581,0.003605608309291469,0.300190771943578,0.31477683432040393
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p150,0.15,0.15,40,0.3191442431021625,0.010393015318008557,0.3208147651006711,0.2583926920208799,0.3255540641312453,0.0016432800080963112,0.3158203955507082,0.3224680906536168
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p175,0.175,0.175,40,0.32179233035048466,0.002670280249358852,0.32225175242356446,0.3125542132736763,0.3254008948545861,0.0004222083789468173,0.3209383332960255,0.3226463274049438
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p225,0.225,0.225,40,0.32192040641312447,0.008624199514442977,0.32308441461595816,0.2702909768829231,0.3274080536912751,0.0013636056730679004,0.3191622535996994,0.32467855922654953
lfr,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_raw,mu_0p300,0.3,0.3,40,0.32413603653989553,0.002424294846543824,0.32477897091722585,0.315848918717375,0.3278842654735271,0.0003833146717443432,0.3233607094338414,0.3249113636459497
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p075,0.075,0.075,15,0.17978642273027054,0.17123155400419732,0.1383713583448058,0.0100533964276323,0.705513235503487,0.04421179713356481,0.08496154878931697,0.2746112966712241
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p100,0.1,0.1,25,0.3669489832522517,0.3068313025381158,0.3270870269888135,0.0869922914815032,1.564845015737019,0.06136626050762316,0.2402952464580779,0.4936027200464256
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p125,0.125,0.125,34,0.43546916374706357,0.3109496668762449,0.33043348431967867,0.0753472666701981,1.3999027199969445,0.05332742791981045,0.3269736958705823,0.5439646316235449
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p150,0.15,0.15,39,0.5775862436834455,0.4412087979166204,0.4470359009113253,0.0551702442837159,2.014275719148667,0.07064995025295019,0.43456289671070214,0.7206095906561888
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p175,0.175,0.175,40,0.8299382837333089,0.6363678841791717,0.7323984900739149,0.1685882507079302,2.9940065862465888,0.10061859718942065,0.6264179608114315,1.0334586066551863
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p225,0.225,0.225,39,1.0292880662874315,0.4524236643868896,0.9916459377216442,0.2265393222778931,2.0811084647229787,0.07244576611600498,0.8826292801620595,1.1759468524128034
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,mu_0p300,0.3,0.3,40,1.7379912232366688,1.0130511013491987,1.4982504662811356,0.1887335608478762,4.251033384671575,0.1601774433202772,1.4140017630380413,2.061980683435296
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p075,0.075,0.075,15,0.018291953218667525,0.007999086256030795,0.0193715385949039,0.0039435751594005,0.0330647807193601,0.002065355190298927,0.013862206900694254,0.022721699536640796
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p100,0.1,0.1,25,0.029740105177726663,0.009135571897044044,0.0291457068294342,0.016581687977111,0.0624811044324612,0.0018271143794088087,0.025969126438134947,0.03351108391731838
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p125,0.125,0.125,35,0.03629296004418525,0.0129750101263547,0.0357559105940795,0.0056408840045132,0.069886829891135,0.002193177002686852,0.031835888122513006,0.0407500319658575
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p150,0.15,0.15,39,0.04589631194421816,0.024269483950145297,0.043064618828977,0.0193827163583442,0.1501219509328717,0.0038862276587389596,0.038029055352233734,0.05376356853620258
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.05075255810524454,0.026008555278378944,0.045305345324266444,0.0276323243254052,0.1858281512817697,0.004112313666503606,0.042434618591664613,0.059070497618824463
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p225,0.225,0.225,39,0.06646308272547573,0.02010669404268379,0.0644094792235112,0.0348234430828766,0.1133409184224432,0.003219647796178699,0.05994524651703954,0.07298091893391191
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.08633814551093233,0.044151256958716426,0.0757539334095084,0.0373939626979035,0.3129711763991865,0.006980926677445132,0.07221788850702167,0.10045840251484299
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p075,0.075,0.075,15,0.4428752866800344,0.1594150046854168,0.4552860749699676,0.1856025783332445,0.7305764026261203,0.04116077721881311,0.3545941996368097,0.5311563737232591
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p100,0.1,0.1,25,0.7359024021691353,0.22564043591661995,0.699874549701173,0.3232892396927369,1.4270499890085315,0.04512808718332399,0.642762607942449,0.8290421963958216
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p125,0.125,0.125,35,0.8484868602737933,0.23105002510856879,0.8376993369228343,0.206028133866079,1.316318969231176,0.0390545823551275,0.7691183997188887,0.9278553208286978
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p150,0.15,0.15,39,1.0112723490066022,0.2604967878738868,1.0411070991975775,0.4244102884158299,1.5968122328150438,0.0417128697144009,0.9268290589967487,1.0957156390164557
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p175,0.175,0.175,40,1.169112919755724,0.3901398431588147,1.0669651641927924,0.4432784713140474,2.679556134305657,0.061686525518135756,1.0443401447015748,1.2938856948098731
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p225,0.225,0.225,39,1.4078327294710635,0.48025468356598416,1.402308967824255,0.6188862116251687,2.2842943389345205,0.07690229583566736,1.2521521705899068,1.5635132883522203
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_raw,mu_0p300,0.3,0.3,40,1.9209874864141145,0.63754956683511,1.8590035107167706,0.4699677671226766,3.2941951432212155,0.10080543762263476,1.7170892430444793,2.12488572978375
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p075,0.075,0.075,15,0.16734347851084982,0.16081414910152492,0.1269081714593131,0.0055389084792978,0.6546929205790565,0.041522034753648164,0.07828757111600124,0.25639938590569844
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p100,0.1,0.1,25,0.3256144573641735,0.2483587129090739,0.2879834255799619,0.0884423938888418,1.290560038090912,0.04967174258181478,0.22309701929600867,0.4281318954323383
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p125,0.125,0.125,34,0.39745396148443846,0.25878710815661143,0.3233348850951284,0.080944132626705,1.1733456838985072,0.044381622901980264,0.3071588707647317,0.4877490522041452
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p150,0.15,0.15,39,0.4967199800162074,0.3667079677148783,0.4034181371839661,0.0604555096465341,1.739372187984133,0.05872026985579896,0.3778470084167921,0.6155929516156227
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p175,0.175,0.175,40,0.7174611384535715,0.554513166311193,0.5923949471022896,0.141023246455562,2.783688648306655,0.08767622990475593,0.5401192243221662,0.8948030525849768
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p225,0.225,0.225,39,0.9730192028597827,0.39872772078107194,0.949888250662946,0.2234623634992855,1.895195428206518,0.06384753379958333,0.8437666280557341,1.1022717776638313
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,mu_0p300,0.3,0.3,40,1.6710629665895091,0.8932368770451161,1.430536624865086,0.2009187346620748,3.8570942432172655,0.141233151075917,1.385391954300072,1.9567339788789464
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p075,0.075,0.075,15,0.012737335818912567,0.0053241785807346355,0.0124731596279133,0.0027773962083372,0.0241732344620568,0.001374696998361299,0.009788903996907895,0.01568576764091724
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p100,0.1,0.1,25,0.019634319076798034,0.006299677939382329,0.0189528752027883,0.012328538915346,0.0423347206894513,0.0012599355878764658,0.01703393982923584,0.022234698324360227
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p125,0.125,0.125,35,0.026006942172374505,0.009121543981356828,0.0246718870607573,0.0071147567327174,0.0454746533927979,0.0015418223411074032,0.022873582185315596,0.029140302159433414
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p150,0.15,0.15,39,0.03163113328364847,0.016215325987687268,0.0282863570370556,0.0135535455660775,0.101219739234584,0.0025965302137560134,0.0263747326724997,0.03688753389479724
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.03731408101962336,0.019016942375685957,0.0335189463784069,0.0188611843834196,0.1365715175297088,0.0030068426019670544,0.031232167790644888,0.04339599424860183
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p225,0.225,0.225,39,0.04971711609534986,0.014916983104094669,0.0489209700068389,0.0296500774378396,0.0885322062215317,0.002388628964800357,0.044881589559256925,0.05455264263144279
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.06524961388156292,0.03005599811153123,0.0622170420162653,0.0325215410421076,0.2192992441355515,0.0047522705691079095,0.05563723935187042,0.07486198841125541
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_raw,mu_0p075,0.075,0.075,15,0.34845608788349486,0.12189941524449643,0.375322025021591,0.1584644183985914,0.5668510655639842,0.031474293676957144,0.28095044179356926,0.41596173397342046
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_raw,mu_0p100,0.1,0.1,25,0.5769430670738519,0.16849561194412577,0.5712668886275205,0.2715779592825389,1.046382109626217,0.03369912238882515,0.507391496847429,0.6464946373002748
lfr,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_raw,mu_0p125,0.125,0.125,35,0.6719258563066385,0.18935722262970223,0.6429895850017883,0.1704043970246393,1.0987419608416538,0.03200721247381356,0.6068793744981653,0.7369723381151116
